		raw count							19 (16.1%)	65 (55.08%)	2 (1.69%)	14 (11.86%)	118 (100%)	118	117	81	61 (51.69%)	35 (29.66%)	32 (27.11%)	21 (17.79%)	61 (51.69%)	10 (8.47%)		86	74	68	24	37	50	20	22	54	0	27	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	6 (5.08%)	11 (9.32%)	30 (25.42%)	30	28 (23.72%)	24 (20.33%)	22	26	27	#DIV/0!	11		#DIV/0!	68	18	58	#DIV/0!	#DIV/0!	#DIV/0!		
TSE	Chen, Liushan, et al	Program repair with repeated learning.	2022	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/9749899	32	Chen, Liushan, et al. "Program repair with repeated learning." IEEE Transactions on Software Engineering 49.2 (2022): 831-848.	Automated program repair; generate-and-validate; learning-to-rank; repeated learning;	Java; Fitting; Computer bugs; Machine learning; Maintenance engineering; Benchmark testing; Context modeling;	FALSE	TRUE	FALSE	FALSE	TRUE	Joe	Liana is a variation on generate and validate using a model - it loops, using runtime information to prejudice what is generated next	Builds upon Restore (w/ generalization shown by building on SimFix instead)	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	Defects4J, IntroClassJava, and QuizBugs	Liana														FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE				FALSE	FALSE			
TSE	Chi, Jianlei, et al	Seqtrans: Automatic vulnerability fix via sequence to sequence learning.	2022	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/9729554	33	Chi, Jianlei, et al. "Seqtrans: Automatic vulnerability fix via sequence to sequence learning." IEEE Transactions on Software Engineering (2022).	Machine learning; neural machine translation; software engineering; vulnerability fix;	Maintenance engineering; Codes; Computer bugs; Predictive models; Transformers; Decoding; Training;	FALSE	FALSE	FALSE	FALSE	TRUE	Joe	This paper introduces SeqTrans, which is an NMT model for program repair. It focuses on fixing security bugs in Java projects, using the Transformer model and a fine-tuning strategy.	Security focused APR using very standard NMT. The special sauce is in using data-flow dependencies to define context and fine tuning the trained model. Better at fixing some defect types than others.	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	Learned from Tufano's large set of bug-fixing commits; applied and tested vs SAP's large collection of CVEs	SeqTrans	https://github.com/chijianlei/SeqTrans	https://drive.google.com/drive/folders/1gzUVyKoEFtK55hZcBlNL004oB9El6RzI	Data - Learning-Fixes          SAP data	https://drive.google.com/drive/folders/1gzUVyKoEFtK55hZcBlNL004oB9El6RzI	300k pretraining steps, 100k fine tuning steps. Real-world time not specified	All experiments were accomplished on a server with an Intel Xeon E5 processor, four Nvidia 3090 GPU, and 1 TB RAM	beam size 50 at most							FALSE	FALSE	TRUE	OpenNMT / transformer / encoder-decoder	TRUE	TRUE	Describes model in detail; attention is a function of the query vector, the key vector, and a value vector. All are trained. (This is off the shelf I think but they describe it kinda)	if it's specified, I missed it	0 to 1500 was the range of context token sizes for the datasets they use	FALSE			TRUE	Perfect	They sub out identifier names for generics (var1, var2; num1, num2; "liter" for strings). Vocab size is 8k	summary in paper, details in data dump	TRUE	TRUE	"manual inspection" after passing tests		vocabulary size = 8k beam size = [1 to 50]
TSE	Ahmed, Toufique, Noah Rose Ledesma, and Premkumar Devanbu	SYNSHINE: improved fixing of Syntax Errors.	2022	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/9913705	34	Ahmed, Toufique, Noah Rose Ledesma, and Premkumar Devanbu. "SYNSHINE: improved fixing of Syntax Errors." IEEE Transactions on Software Engineering (2022).	Deep learning; program repair; naturalness;	Syntactics; Maintenance engineering; Program processors; Codes; Java; Transformers; Data models;	FALSE	TRUE	FALSE	FALSE	TRUE	Joe	SynShine tries to provide automated repair suggestions for syntax errors to aid novices. Uses compiler diagnostics as an auxiliary input to the program text. Implemented into a free version of VSCode; source and data public.	Syntax errors cause all tests to fail, becuase the program fails to compile, or halts during interpretation. Fixing them is repairing code, even if it's pre-deployment in this case. Combines 3 learned networks with the Java compiler in a pipeline. BlockFix is a transformer model which handles block-related issues. LineFix, BERT-derived, uses javac output to identify the buggy line and fixes it if it can, or passes a token to UnkFix to handle unknown identifiers. LineFix outputs one of 154 edit commands (insert/delete/substitute delimiters, keywords, operators, or identifiers). UnkFix is a DNN language model to suggest renaming or inserting identifier names.  Authors use RoBERTa as their LLM model, but pre-train the model themselves with a dataset they've collected.	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	Trained on 5k most starred GitHub java projects. Fine-tuned on Blackbox repository (1.7m paris of buggy and fixed programs)	SynShine	https://zenodo.org/record/7789329	https://zenodo.org/record/7789329	Blackbox data is on-request, it seems. UK law governing student data or some such.	additional data https://drive.google.com/file/d/1m9Dvb4SfEsRj0dQx-ft4c4C2ipjdjcLr/view		Two NVIDIA Titan RTX GPUs for five epochs with a batch size of 44 sequences and a learning rate 5e-5 (specified for one model only and one part of training)	once trained, very efficient. They report an average response time of 0.88 seconds once the user clicks the button to invoke their routine. Very impressive, IMO				see fine-tuning dataset	For fine-tuning and then for evaluation, we used realistic novice programs with syntax errors and human-produced fixed versions. We used the exact dataset used by Santos et al. [8] and Ahmed et al. [9] from the Blackbox [11] repository. This dataset contains 1.7M pairs, of erroneous and fixed programs. Both Santos et al. and Ahmed et al. primarily report their performance on programs with a single token error because a single edit can fix a large fraction of the programs (around 57%). Therefore, for a fair comparison, we also initially focused our evaluation on single token errors and broke down our performance by token-length, as done by Ahmed et al. We selected a test set of 100K samples, with samples stratified by length, from the full dataset for the evaluation. We divided the test dataset into ten token-length ranges (lengths of 1-100, 101-200, ..., and 900-1000 tokens), with each range having around 10K examples. We prepare our fine-tuning dataset from the remaining examples.	To generate the dataset for pre-training, we collected 5000 most starred Java projects from GitHub (since our end-goal is to correct Java syntax errors). We tokenized the files, yielding 1.2 billion tokens for the pre-training. For the MLM pre-training over code, we randomly select 15% of tokens, and replace with a unique token mask. The loss here is the cross-entropy of the original masked token. Of the 15% selected tokens, 80% are replaced with a specific marker mask, 10% are left unchanged, and a randomly selected token replaces the remaining 10%. This training method follows the standard RoBERTa protocol.	FALSE	TRUE	TRUE	RoBERTa w/ MLM softmax layer for LineFix, MLM (masked language model) for UnkFix, off the shelf BF+FF model for basic block fixing (not trained here, unspecified)	TRUE	TRUE	Nothing speical here, uses RoBERTa for that. Auxiliary input of compiler to decide where to focus (sort of fault localization)	not stated explicitly; the VSCode implementation "code correction server" (model API) uses 1.765 GB memory	150, though Table 2 shows detailed data for 1-1k, in increments of 100	FALSE		Trained on GitHub projects, tested on Blackbox datasets	FALSE	Uses java compiler output, so essentially an oracle for a line	runs java compiler on code at runtime to get its output to use for localization information (and token identification, where error messages are specific). Not additional required input, since it is run by the tool itself.	summary	FALSE	TRUE	correctness not exactly detailed; but here plausible might mean "the compiler no longer complains about the code" and correct adds "did the same thing as the Blackbox example repair"		
TSE	Motwani, Manish, et al	Quality of automated program repair on real-world defects.	2020	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/9104918	35	Motwani, Manish, et al. "Quality of automated program repair on real-world defects." IEEE Transactions on Software Engineering 48.2 (2020): 637-661.	Automated program repair; Patch quality; Objective quality measure; Java; GenProg; Par; TrpAutoRepair; Defects4J;	Maintenance engineering; Java; Contracts; Manuals; Diversity reception; Inspection; Software quality;	FALSE	TRUE	FALSE	FALSE	TRUE	Joe	This paper is about overfitting; publishes JaRFly (faithful implementation of GenProg for Java written largely by Claire). Discusses Defects4J.		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	Defects4J	JaRFly (aka GenProg4Java)	https://github.com/squaresLab/genprog4java/			https://github.com/LASER-UMASS/JavaRepair-replication-package	20 repair attempts, each with timeout of 4 hours except SimFix which has a default of 5 hours. Total time for 357 defects, 3 techniques, was 10 CPU-years.	50 node cluster, each with Xeon E5-2680 v4 CPU with 28 cores @ 2.40 GHz. 128GB RAM, 200GB SSD.	4 hours, 5 for SimFix, 20 runs each (1 for SimFix)							FALSE	FALSE	FALSE		FALSE	FALSE				FALSE		Defects4J	FALSE	SBFL (standard)		summary, with more in replication package	TRUE	TRUE	The paper is about overfitting, so uses test cases as well as autogenerated test cases.		
TSE	Xu, Tongtong, et al	Restore: Retrospective fault localization enhancing automated program repair.	2020	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/9068412	36	Xu, Tongtong, et al. "Restore: Retrospective fault localization enhancing automated program repair." IEEE Transactions on Software Engineering 48.1 (2020): 309-326.	retrospective fault localization; mutation-based dynamic analysis; Jaid Java program repair system; automated program repair tools; program repair process; Defects4J standard benchmark; Restore; program location identification;	Maintenance engineering; tools; Java; Computer bugs; Software; Standards; Electronic mail;	FALSE	TRUE	FALSE	FALSE	TRUE	Joe	RESTORE is based on Jaid for Java program repair. They use "retrospective fault localizaton" (aka MBFL?) to refine fault localization using online data from patches that fail to validate. Underlying algorithm is same as Jaid. They also implement their new FL technique for SimFix and find it helps there, too.		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	Defects4J	RESTORE	https://drive.google.com/drive/folders/1wMCuFnniVtiurAdJT6yc830WV_jWpa1c			https://drive.google.com/drive/folders/1wMCuFnniVtiurAdJT6yc830WV_jWpa1c	2-3 hours on average per repair, range was from 1.5 minutes and 21 hours; median 53		worst was 21 hours, median 53 minutes							FALSE	FALSE	FALSE		FALSE	FALSE				FALSE		Defects4J	FALSE	MBFL at runtime, SBFL to start		per-bug	TRUE	TRUE	semantic equivalence to human patch		
TSE	Wang, Yu, et al	Automatic Detection, Validation, and Repair of Race Conditions in Interrupt-Driven Embedded Software.	2020	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/9072666	37	Wang, Yu, et al. "Automatic Detection, Validation, and Repair of Race Conditions in Interrupt-Driven Embedded Software." IEEE Transactions on Software Engineering 48.1 (2020): 346-363.	Embedded software; interrupts; race condition; software testing; repair suggestion;	Task analysis; Maintenance engineering; Hardware; Embeddd systems; Concurrent computing; Testing; Embedded software;	FALSE	FALSE	FALSE	FALSE	TRUE	Joe	APR for interrupt-driven programs in embedded systems. SDRacer detects, validates, and repairs race conditions. Static analysis + symbolic execution to generate input data, then virtual platforms to force interrupts to occur at potential racing points.	Evaluated on 9 embedded programs in C; implemented using Clang Tool 3.4. Symbolic execution implemented based on KLEE 1.2 with some mods to support kernel functions. APR tool itself implemented in Python, using the Simics API to access virtual platform with simulated x86 CPUs. Cool paper!	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		SDRacer	didn't see (even on googling)				Timeout for symbolic execution set to 10 minutes. Overall time ranged from 2 seconds to 23 minutes.	a single 4-core Intel i5-2400 w/ 8GB RAM on Ubuntu 12.04. Guest OS was 10.04.								FALSE	FALSE	FALSE		FALSE	FALSE				FALSE		custom set of 11 implementations of 9 real-time embedded systems, taken from public sources	FALSE	static analyzer points to potential race conditions			FALSE	TRUE	they reported fixed versions to project maintainers, and all of them were confirmed and incorporated		
TSE	Kechagia, Maria, et al	Evaluating automatic program repair capabilities to repair API misuses.	2021	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/9381596	38	Kechagia, Maria, et al. "Evaluating automatic program repair capabilities to repair API misuses." IEEE Transactions on Software Engineering 48.7 (2021): 2658-2679.	Automated program repair; Application programming interfaces; APIs; API misuses; bug benchmarks;	Tools; Maintenance engineering; Computer bugs; Benchmark testing; Software; Java; Security;	FALSE	TRUE	FALSE	FALSE	TRUE	Joe	APIARTy is a framework that evaluates multiple repair tools. It tries to automatically repair API misuses. Runs 14 Java repair tools on their new benchmark APIRepBench.	Benchmark construction extracts and curates API-speicifi bugs from Bears, Bugs.jar, and MUBench (which itself pulls from BugClassify, Defects4J and QACrashFix).	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	APIRepBench		https://github.com/SOLAR-group/APIARTy				2 hour timeout for each tool except Avatar, TBar and SimFix, which got 4 hours. Whole experiment took 36 days.	Ubuntu 16.04 docker images deployed on 2-core PCs with 8GB ram, 3.1GHz i processor.	2-4 hours per tool per bug, 36 days total (parallelism not specified)		ARJA, Kali, GenProg, RSRepair, jGenProg, jKali, jMutRepair, Cardumen, Nopol, DYnaMoth, NPEFix, Avatar, TBar, and SimFix					FALSE	FALSE	FALSE		FALSE	FALSE				TRUE	API misuses (curated from other published benchmarks with a common execution framework)		FALSE		excluded tools that required this	per-bug	TRUE	TRUE	semantic equivalence, with special notes for patches that were wrong but in the right place.		
TSE	Jin, Hai, et al	Aroc: An Automatic Repair Framework for On-chain Smart Contracts.	2021	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/9591399	39	Jin, Hai, et al. "Aroc: An Automatic Repair Framework for On-chain Smart Contracts." IEEE Transactions on Software Engineering 48.11 (2021): 4611-4629.	Smart contract; vulnerability; repair; on-chain protection;	Contracts; Smart contracts; Codes; Blockchains; Computer bugs; Maintenance engineering; Task analysis;	FALSE	TRUE	FALSE	FALSE	TRUE	Joe	Aroc is a repair tool for smart contract repair, which is complicated by the fact that once a contract is published it is immutable.	This is an interesting domain, with unique constraints. It works essentially by generating an additional contract that blocks malicious transactions in advance. Requires the owner of the vulnerable contract to send a transaction through their system to wrap the contract with the patch.	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	dataset of 98 bugs from a prior work, with 500 random contracts selected from EVMPatch dataset, plus two other small sets of known bugs	Aroc	could not find (probably for profit)					2.4 GHz Intel Xeon E5-2630 v3 processor w/ 8 cores, 64 GB RAM, Ubuntu 18.04	unspecified							FALSE	FALSE	FALSE		FALSE	FALSE				FALSE		custom set from four sources (detailed earlier)	FALSE	uses analysis methods to discover code vulnerable to known patterns		summary	TRUE	TRUE	correctness is a bit of an artificial notion, here, since they only include contracts with known patterns they can identify; an "imprecise" patch is one that is correct, but doesn't cover all paths. For on-chain protection, they look at false pos, false neg, and "failed" which couldn't be corrected at all		
TSE	Parasaram, Nikhil, Earl T	Trident: Controlling Side Effects in Automated Program Repair.	2021	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/9611365	40	Parasaram, Nikhil, Earl T. Barr, and Sergey Mechtaev. "Trident: Controlling Side Effects in Automated Program Repair." IEEE Transactions on Software Engineering 48.12 (2021): 4717-4732.	Program repair; Program synthesis; Symbolic execution; Side effects;	Maintenance engineering; Computer bugs; Codes; Databases; Training data; Switches; Semantics;	FALSE	TRUE	FALSE	TRUE	TRUE	Joe	Trident is a repair tool for C that synthesizes patches that have side effects on purpose, on the principle that side effects are required to fix some bugs. It is evaluated on ManyBugs and fixes two new things.	Evaluated on GNU projects, also ManyBugs, and some Codeflaws. All selected to be bugs that require side effects. (Joe wonders how it would work on actual random samples of bugs). This is not an ML paper, it is a synthesis paper. Fewer plausible patches than GenProg on this subset of bugs (GP: 20, Trident: 16) but more correct (GP 3, Trident 8)	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Custom combo: 10 bugs from GNU programs, 36 from ManyBugs, and 110 from Codeflaws. Filtered so that the fixes require side effects.	Trident	https://github.com/norhh/Trident-TSE				2 hour timeout	Intel i7-2600 2.7 GHz on Ubuntu 16.04 with 16GB RAM			Prophet, SOSRepair, Angelix, GenProg					FALSE	FALSE	FALSE		FALSE	FALSE				FALSE		10 GNU program bugs, 36 ManyBugs, 110 from Codeflaws (all subsetted so that the repairs require side effects)	FALSE	SBFL w/ Ochiai			TRUE	TRUE	semantic equivalence to human repair		
TSE	Ye, He, et al	Automated classification of overfitting patches with statically extracted code features.	2021	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/9399306	41	Ye, He, et al. "Automated classification of overfitting patches with statically extracted code features." IEEE Transactions on Software Engineering 48.8 (2021): 2920-2938.	Automated program repair; patch assessment; overfitting patch; code features;	Feature extraction; Maintenance engineering; Training; Tools; Syntactics; Software; Predictive models;	FALSE	TRUE	FALSE	FALSE	TRUE	Joe	This paper introduces ODS, a method for correctness assessment of APR patches. It uses static comparison that is then fed to an ML model for classification. They train on 10k patches from Defects4J, Bugs.jar and Bears.	classifies better than other automated methods (71.9%). Their training uses project-based segmentation to avoid training on what they test (since defect sets overlap, e.g., between Defects4J and Bugs.jar)	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	Defects4J, Bugs.jar, Bears	ODS (overfitting detection system)	https://github.com/ASSERT-KTH/ODSExperiment				I looked but did not find this information in the paper	I looked but did not find this information in the paper								FALSE	FALSE	TRUE	Random forest classifier; gradient boosting algorithm	FALSE	FALSE		unspecified	unspecified (depends on size of diffs I think)	FALSE		Patches generated in other APR experiments (several sources, including RepairThemAll)	FALSE	n/a, this is a patch quality assessment, not an APR tool			TRUE	TRUE	correctness is proxied here at times by an automatically generated test suite that is defined based on the human repair, then applied to a candidate patch as additional validation		
TSE	Chakraborty, Saikat, et al	Deep learning based vulnerability detection: Are we there yet.	2021	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/9448435	42	Chakraborty, Saikat, et al. "Deep learning based vulnerability detection: Are we there yet." IEEE Transactions on Software Engineering (2021).	Vulnerability; deep learning based vulnerability detection; real world vulnerabilities; graph neural network based vulnerability detection;	Predictive models; Neural networks; Testing; Data models; Security; Training; Training data;	FALSE	FALSE	FALSE	FALSE	TRUE	Joe	Meta-paper that looks at how well deep learning techniques perform for real vulnerability prediction (as opposed to learning features of their native datasets). Shows performance drop of more than 50%. Proposes better data collection and model design.	This paper is about identifying vulnerabilities, not repairing them. DL-fault localization, as it were.	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE																FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE				FALSE	FALSE			
TSE	Dam, Hoa Khanh, et al	Automatic feature learning for predicting vulnerable software components.	2018	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8540022	43	Dam, Hoa Khanh, et al. "Automatic feature learning for predicting vulnerable software components." IEEE Transactions on Software Engineering 47.1 (2018): 67-85.	Software vulnerability prediction; Mining software engineering repositories; Empirical software engineering;	Semantics; Software systems; Predictive models; Security; Feature extraction; System recovery;	FALSE	FALSE	FALSE	FALSE	TRUE	Joe	LSTM model for vulnerability prediction (applied to Firefox and 18 android apps)	This paper is about identifying vulnerabilities, not repairing them. DL-fault localization, as it were.	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE																FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE				FALSE	FALSE			
TSE	Chen, Zimin, et al	Sequencer: Sequence-to-sequence learning for end-to-end program repair.	2019	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8827954	44	Chen, Zimin, et al. "Sequencer: Sequence-to-sequence learning for end-to-end program repair." IEEE Transactions on Software Engineering 47.9 (2019): 1943-1959.	Program repair; Machine learning;	Maintenance engineering; Computer bugs; Vocabulary; Training; Natural languages; Benchmark testing;	FALSE	TRUE	FALSE	FALSE	TRUE	Joe	SequenceR is a sequence-to-sequence program repair tool, evaluated on real bug fixes and Defects4J. Correctly patches 14/75 single-line bugs in Defects4J with perfect fault localization.	Max context 1k tokens. LSTM/BiLSTM architecture. Global attention. Beam size 50	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	Defects4j	SequenceR	https://github.com/ASSERT-KTH/sequencer				1.2 hours on NVIDIA K80									FALSE	FALSE	TRUE	LSTM/BiLSTM sequence-to-sequence learning	TRUE	TRUE	linear combination of hidden encoder states (global?)	~2^21 (back of envelope from description of matrix sizes)	max 1k, usually much smaller	FALSE		Defects4J one-liners	TRUE	perfect line			TRUE	TRUE	semantic equivalence to human repair		
TSE	Liva, Giovanni, et al	Automatic repair of timestamp comparisons.	2019	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8877769	45	Liva, Giovanni, et al. "Automatic repair of timestamp comparisons." IEEE Transactions on Software Engineering 47.11 (2019): 2369-2381.	Software verification; Program verification; Formal methods; Error handling; Error recovery;	Java; Program debugging; Program diagnostics; Program testing; Public domain software; Software maintenance;	FALSE	TRUE	FALSE	TRUE	TRUE	Joe	APR for timestamp comparisons only. Uses static analysis and APR mutation methods without using test cases to validate. Correctly fixes all 246 errors of this type in their curated dataset.	This seems incredibly tightly constrained. They have impressive results on this one domain. But I wouldn't expect much of what they do to generalize past, perhaps, other numeric calculations.	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	custom, cherry-picked	TTS (time type system)	https://github.com/rtse-project/automatic-repair-time-comparison				11 hours total runtime	unspecified	11 hours total runtime across 20 projects							FALSE	FALSE	FALSE		FALSE	FALSE				FALSE		custom set of Java projects where they identified time comparison bugs	FALSE	static analysis, synthesis			FALSE	TRUE	they claim all their repairs are correct, which is probably true given the extremely limited problem domain		
TSE	Chen, Liushan, Yu Pei, and Carlo A	Contract-based program repair without the contracts: An extended study.	2020	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8972483	46	Chen, Liushan, Yu Pei, and Carlo A. Furia. "Contract-based program repair without the contracts: An extended study." IEEE Transactions on Software Engineering 47.12 (2020): 2841-2857.	Contract-based program repair; Automated program repair; Expected program behavior; Jaid; APR; Java programs; Overfitting problem; Bugs; plain Java code;	Maintenance engineering; Computer bugs; Tools; Java; Monitoring; Contracts; Programming;	FALSE	TRUE	FALSE	FALSE	TRUE	Joe	Large evaluation of Jaid, a Java repair tool evaluated on Defects4J, QuixBugs, and IntroClassJava 	Uses state abstractions for fault localization and fix generation. Results were pretty middle-of-the-road	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	Defects4J, QuixBugs, IntroClassJava	Jaid	https://bitbucket.org/maxpei/jaid/wiki/Home			https://bitbucket.org/maxpei/jaid/wiki/Home		one core of a Xeon E-2630 v2, 8GB RAM, Ubuntu 14.04	not sure there was a hard limit, but highest reported time was 10 hours. Most were an hour or less.							FALSE	FALSE	FALSE		FALSE	FALSE				FALSE		Defects4J, QuixBugs, IntroClassJava	FALSE	custom SBFL		summary	TRUE	TRUE	held-out tests for IntroClassJava; semantic equivalence otherwise		
TSE	Gavidia-Calderon, Carlos, et al	The assessor's dilemma: Improving bug repair via empirical game theory.	2019	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8852726	47	Gavidia-Calderon, Carlos, et al. "The assessor's dilemma: Improving bug repair via empirical game theory." IEEE Transactions on Software Engineering 47.10 (2019): 2143-2161.	Software process; Game theory; Bug report; Priority inflation;	Task analysis; Computer bugs; Logic gates; Games; Nash equilibrium; Software;	TRUE	FALSE	FALSE	FALSE	TRUE	Joe	Not an APR paper. It introduces a game theoretic technique for managing QA engineers who label bugs as high priority to try to get their things fixed first.	Kinda funny, actually. But not relevant. It's the software engineering equivalent of that one annoying person in HR who sends all emails with Outlook's "this is important" flag set. And writes in all caps, bold, underlined, highlighted.	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE																FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE				FALSE	FALSE			
TSE	Afzal, Afsoon, et al	SOSRepair: Expressive semantic search for real-world program repair.	2019	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8854217	48	Afzal, Afsoon, et al. "SOSRepair: Expressive semantic search for real-world program repair." IEEE Transactions on Software Engineering 47.10 (2019): 2162-2181.	Automated program repair; semantic code search; Patch quality; Program repair quality; SOSRepair;	Maintenance engineering; Semantic search; Encoding; Benchmark testing; Computer bugs; Software;	FALSE	TRUE	FALSE	FALSE	TRUE	Joe	SOSRepair is a C based repair tool that targets ManyBugs. It patches 22 of 65 defects (a subsetted sample)	semantic similarty metric for code replacement; ManyBugs is subsetted to be ones that run on modern VM (not Fedora 13) so not valgrind and fbc; also required to be single-hunk bugs	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	ManyBugs	SOSRepair	https://github.com/squaresLab/SOSRepair			https://github.com/squaresLab/SOSRepair-Replication-Package	115 hours (worst case) to build code database	Ubuntu 16.04 server with 16 Xeon E5-2699 v3s processors and 64 GB RAM								FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE	SBFL		per-bug	TRUE	TRUE	for IntroClass, held-out tests. For ManyBugs, semantic equivalence to human repair		
TSE	Muntean, Paul, et al	Intrepair: Informed repairing of integer overflows.	2019	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8862860	49	Muntean, Paul, et al. "Intrepair: Informed repairing of integer overflows." IEEE Transactions on Software Engineering 47.10 (2019): 2225-2241.	Program repair; Source code refactoring; Integer overflow; Software fault; Symbolic execution; Static program analysis;	Maintenance engineering; Software; Tools; Fault detection; Runtime; Engines; Fuses;	FALSE	TRUE	FALSE	FALSE	TRUE	Joe	IntRepair is focuses on integer overflows in C code. Static symbolic execution. Applied to 2052 C programs (1M LoC)	They also did a human study and found their technique helped humans repair these bugs 30x faster than the same IDE without their plugin. Deployed as an Eclipse IDE plugin	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	SAMATE's Juliet test suite	IntRepair	https://github.com/TeamVault/IntRepair				static analysis averaged less than 10 minutes for the largest programs	Dell desktop: Intel Q9550 @ 2.83 GHz, 12GB RAM, Eclipse Kepler, OpenSuse 13.01								FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE				FALSE	FALSE	their synthesis methods were correct by construction, so if they fixed it, it was correct		
TSE	Liu, Kui, et al	Mining fix patterns for findbugs violations.	2018	https://ieeexplore-ieee-org.ezproxy1.lib.asu.edu/document/8565907	50	Liu, Kui, et al. "Mining fix patterns for findbugs violations." IEEE Transactions on Software Engineering 47.1 (2018): 165-188.	Fix pattern; pattern mining; program repair; findbugs violation; unsupervised learning;	Tools; Static analysis; Computer bugs; Maintenance engineering; Software; Java; Security;	FALSE	FALSE	FALSE	TRUE	TRUE	Pemma	High false-positive rates of static analysis tools make resolving true positives more difficult. authors provide an approach that identifies fix patterns which can be applied to unfixed violations. the generated fixes are accepted by developers more often than not and were applicable to 4 Defects4J bugs. (pdr: this seems really low)	Not exactly APR, but extension for existing static analysis tools	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	Defects4J (bugs appear cherry-picked?)				GHTorrent (curated db from github.com)		n/a	n/a	not reported							FALSE	FALSE	TRUE	CNN	TRUE	FALSE	n/a	1000 nodes in hidden layers, learning rate = 1e^-3	not reported	FALSE		Defects4J	FALSE	n/a	data preprocessing for violation tokenization outlined in paper (2.4.3); 	summary info provided	FALSE	FALSE			
TSE	Gazzola, Luca, Daniela Micucci, and Leonardo Mariani	Automatic Software Repair: A Survey,	2017	https://ieeexplore.ieee.org/document/8089448	51	Gazzola, Luca, Daniela Micucci, and Leonardo Mariani. "Automatic Software Repair: A Survey," in IEEE Transactions on Software Engineering, vol. 45, no. 1, pp. 34-67, 1 Jan. 2019, doi: 10.1109/TSE.2017.2755013.	Automatic program repair; generate and validate; search-based; semantics-driven repair; correct by construction; program synthesis; self-repairing	Software; Computer bugs; Software algorithms; Conference	FALSE	FALSE	FALSE	FALSE	TRUE	Pemma	survey paper ---- skipping		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE																FALSE	FALSE	FALSE		FALSE	FALSE				FALSE			FALSE				FALSE	FALSE			
